qid,query,answer_relation,answer_norm,answer_metric,answer_type,query_entity,relation,context
6044,how many zpms does atlantis have,=,1.0,,zpm,"('atlantis',)",atlantis,()
2593,how many terminals does jkia have,=,2.0,,terminal,"('jkia',)",,()
1319,how many engineers in the us,=,1600000.0,,engineer,"('us',)",,()
1412,how many ethnic groups are there in china,=,56.0,,ethnic group,"('china',)",,"('there',)"
5546,how many waiters in the us,=,2500000.0,,waiter,"('us',)",,()
5012,how many tft players,=,33000000.0,,tft player,(),,()
4880,how many colors in srgb,=,16700000.0,,color,"('srgb',)",,()
1086,how many dod employees are there,=,750000.0,,dod employee,(),,"('there',)"
3130,how many listings on ebay,=,150.0,,listing,"('ebay',)",,()
3962,how many phosphates does adp have,=,3.0,,phosphate,(),,"('adp',)"
4277,how many psn accounts are there,=,94000000.0,,psn account,(),,"('there',)"
2611,how many jntu universities in ap,=,4.0,,university,"('jntu', 'ap')",,()
605,how many ucl does bvb have,=,8.0,,ucl,"('bvb',)",,()
1083,how many dns servers does google have,=,4.4,,dns server,"('google',)",,()
1033,how many different languages are spoken in china,=,302.0,,different language,"('china',)",spoken,()
1338,how many eons does the earth have,=,3.0,,eon,"('earth',)",,()
3223,how many lydia's are in the world,=,110464.0,,world,"('lydia',)",,"(""'s"",)"
3286,how many madewell stores are there,=,132.0,,madewell store,(),,"('there',)"
5907,how many sprays of ysl y edp,=,3.0,,spray,"('ysl',)",,"('edp', 'y')"
363,how many countries does axa operate in,=,57.0,,country,"('axa',)",operate,()
1926,how many employees does hhsc have,=,80000.0,,employee,(),hhsc,()
3455,how many terminals does msy have,=,1.0,,terminal,"('msy',)",,()
5711,how many casinos in oklahoma,=,102.0,,casino,"('oklahoma',)",,()
2246,how many letters in surah ikhlas,=,47.0,,letter,"('surah',)",,"('ikhlas',)"
1334,how many enron executives went to jail,=,24.0,,enron executive,(),went,"('jail',)"
5275,how many vlcc does dht have,=,11.0,,vlcc,"('dht',)",,()
4312,how many coats of pva primer on new drywall,=,1.0,,coat,"('pva primer', 'pva')",,"('drywall', 'new')"
4885,how many stripes are on the american flag,=,13.0,,stripe,"('american',)",,"('flag',)"
5812,how many photos on xqd card,=,200.0,,photo,(),,"('xqd', 'card')"
5893,how many yoni pearls can i use at once,=,3.0,,yoni pearl,(),use,"('once', 'at')"
1120,how many democratic candidates were there,=,29.0,,democratic candidate,(),,"('there',)"
4143,how many peers in uk,=,814.0,,peer,"('uk',)",,()
2856,how many kjs in a slice of bread,=,250.0,,slouse,"('kjs',)",,"('bread',)"
657,how many intakes does cbu have,=,10486.0,,intake,"('cbu',)",,()
2727,how many awards kao denero have,=,256.0,,awards kao denero,(),,()
519,how many bmi hospitals in uk,=,51.0,,bmi hospital,"('uk',)",,()
3976,how many ojibwe languages are there,=,5.0,,language,"('ojibwe',)",,"('there',)"
1346,how many epf members in malaysia,=,15000000.0,,member,"('malaysia',)",epf,()
4793,how many skyline restaurants are there in ohio,=,134.0,,skyline restaurant,"('ohio',)",,"('there',)"
3809,how many nukes does china have,=,290.0,,nuke,"('china',)",,()
891,how many csu in california,=,23.0,,,"('california', 'csu')",,()
5610,how many whs in india,=,38.0,,wh,"('india',)",,()
3203,how many ply is michelin ltx a t2,=,10.0,,ply,"('michelin ltx',)",,"('t2',)"
3578,how many nbfcs companies are there in india,=,10000.0,,nbfcs company,"('india',)",,"('there',)"
3729,how many noun cases in english,=,5.0,,noun case,"('english',)",,()
1770,how many gop senators are there,=,53.0,,senator,"('gop',)",,"('there',)"
5433,how many vehicles does jay leno own,=,169.0,,vehicle,"('jay leno',)",own,()
1372,how many max and erma's are there,=,13.0,,,"('erma', 'max')",,"('and', 'there', ""'s"")"
2075,how many rooms in stan hywet,=,65.0,,room,"('stan',)",,"('hywet',)"
4841,how many soldiers died in ww2,=,20000000.0,,soldier,"('ww2',)",died,()
2853,how many episodes sefirin kizi,=,17.0,,episode,"('sefirin', 'sefirin kizi')",,()
1764,how many goji berries to eat per day,=,14.0,,goji berry,(),eat,"('day', 'to')"
571,how many airbags in honda brv,=,2.0,,airbag,"('honda',)",,"('brv',)"
317,how many atc in india,=,11.0,,,"('atc', 'india')",,()
4511,how many rhode island's can fit in alaska,=,425.0,,rhode island,"(""rhode island's"", 'alaska')",fit,()
5407,how many vascular surgeons in the us,=,285312.0,,vascular surgeon,"('us',)",,()
4098,how many pardons has president trump given,=,25.0,,pardon,"('president trump',)",given,()
1276,how many ein numbers can i have,=,1.0,,ein number,(),can,()
2624,how many joe pickett novels are there,=,18.0,,novel,"('joe pickett',)",,"('there',)"
5297,how many uob atm in singapore,=,1200.0,,atm,"('singapore', 'uob')",,()
6012,how many zinnia seeds per pot,=,2.0,,zinnia seed,(),,"('pot',)"
3348,how many missions in dmc 5,=,20.0,,mission,"('dmc',)",,"('5',)"
866,how many crna schools are there,=,4.0,,crna school,(),,"('there',)"
400,how many bau offices are there,=,5.0,,bau office,(),,"('there',)"
890,how many catholic cardinals,=,203.0,,catholic cardinal,(),,()
736,how many cfs in gpm,=,448.8325660485,,cf,"('gpm',)",,()
4136,how many runways does pdx have,=,3.0,,runway,"('pdx',)",,()
4966,how many targets are in the us,=,1868.0,,target,"('us',)",,()
3090,how many lessons in duolingo spanish,=,520.0,,lesson,"('spanish', 'duolingo')",,()
373,how many ayurvedic colleges in kerala,=,15.0,,ayurvedic college,"('kerala',)",,()
2747,how many kazakhs speak russian,=,5290000.0,,kazakh,"('russian',)",speak,()
3944,how many ofw in the philippines,=,2200000.0,,ofw,"('philippines',)",,()
3326,how many mgm properties are there,=,30.0,,mgm property,(),,"('there',)"
4728,how many sfcs in india,=,17.0,,sfc,"('india',)",,()
412,how many bbc stations are there,=,40.0,,bbc station,(),,"('there',)"
4386,how many staff at qmc,=,15000.0,,staff,"('qmc',)",,()
2962,how many times was kts von shot,=,2.0,,time,"('kts von', 'kts von shot')",shot,()
1442,how many eu countries use the euro,=,19.0,,country,"('eu',)",use,"('euro',)"
311,how many assisted living facilities in the us,=,28900.0,,living facility,"('us',)",assisted,()
1867,how many hbo max devices,=,3.0,,device,"('hbo', 'hbo max')",,()
3179,how many lpns in nova scotia,=,2000.0,,lpn,"('nova',)",,"('scotia',)"
5927,how many terminals does yyz have,=,3.0,,terminal,"('yyz',)",,()
3185,how many lrt stations in the philippines,=,20.0,,lrt station,"('philippines',)",,()
1236,how many edm fans are there,=,1500000000.0,,edm fan,(),,"('there',)"
1861,how many hdb towns in singapore,=,24.0,,hdb town,"('singapore',)",,()
1174,how many dwcra groups are there in andhra pradesh,=,450000.0,,dwcra group,"('andhra',)",,"('pradesh', 'there')"
191,how many americans died in ww1,=,116516.0,,,"('americans', 'ww1')",died,()
2157,how many ifa in india,=,1340000000.0,,,"('ifa', 'india')",,()
5130,how many tva dams,=,49.0,,dam,"('tva',)",,()
3671,how many nike factories are there,=,525.0,,nike factory,(),,"('there',)"
4086,how many oxxo stores are there in mexico,=,18000.0,,oxxo store,"('mexico',)",,"('there',)"
2866,how many employees does kldiscovery have,=,1200.0,,employee,(),,"('kldiscovery',)"
4395,how many wwe superstars are there,=,207.0,,wwe superstar,(),,"('there',)"
1904,how many van heusen stores in india,=,7000.0,,store,"('india', 'van heusen')",,()
181,how many alola pokemon are there,=,18.0,,pokemon,"('alola',)",,"('there',)"
5601,how many wives did donald trump have,=,3.0,,wife,"('donald trump',)",,()
4109,how many branches does paycom have,=,2.0,,branch,(),paycom,()
1569,how many stars on american flag,=,13.0,,star,"('american',)",,"('flag',)"
4111,how many pb&j sandwiches should i eat a day,=,3.0,,day,"('pb&j',)",eat,"('should',)"
1368,how many erin hunter books are there,=,60.0,,hunter book,"('erin',)",,"('there',)"
4588,how many rpa pilots are in the air force,=,1652.0,,pilot,"('rpa',)",,"('air', 'force')"
988,how many definite articles are there in spanish,=,4.0,,definite article,"('spanish',)",,"('there',)"
3678,how many niquitin minis a day,=,15.0,,day,"('niquitin minis',)",,()
346,how many australians died in ww2,=,27000.0,,,"('ww2', 'australians')",died,()
5596,how many employees does wfg have,=,82.0,,employee,(),,"('wfg',)"
5480,how many vms can vcenter manage,=,70000.0,,vm,(),vcenter,"('manage',)"
4150,how many psi can pex handle,=,160.0,,psi,"('pex',)",handle,()
5086,how many tpc courses are there in the us,=,32.0,,tpc course,"('us',)",,"('there',)"
2827,how many kia dealers in usa,=,750.0,,dealer,"('usa', 'kia')",kia,()
3613,how many nd players drafted in 2019,=,16.0,,player,"('nd',)",drafted,"('2019',)"
340,how many members in aum shinrikyo,=,9000.0,,member,"('aum',)",,"('shinrikyo',)"
5087,how many tpc golf courses,=,32.0,,tpc golf course,(),,()
4602,how many rrc in indian railway,=,17.0,,rrc,"('indian',)",,"('railway',)"
3874,how many nz soldiers died in ww2,=,50000000.0,,soldier,"('ww2',)",died,()
4505,how many rha in manitoba,=,5.0,,rha,"('manitoba',)",,()
3007,how many kyoshi warriors are there,=,5.0,,warrior,"('kyoshi',)",,"('there',)"
6039,how many hostels are there in india,=,637.0,,hostel,"('india',)",,"('there',)"
5121,how many tvs are there in germany,=,40000000.0,,tv,"('germany',)",,"('there',)"
4241,how many ppg did kobe average,=,25.0,,ppg,"('kobe',)",,"('average',)"
1717,how many employees does ghd have,=,10000.0,,employee,"('ghd',)",ghd,()
243,how many apartments in the us,=,2250000.0,,apartment,"('us',)",,()
1689,how many gst number in india,=,15.0,,gst number,"('india',)",,()
4489,how many retirees in the us,=,49261056.0,,retiree,"('us',)",,()
4879,how many splash hits at at&t park,=,82.0,,hit,"('at&t',)",splash,"('park',)"
5210,how many ucs in district east karachi,=,14.0,,uc,"('district',)",,"('karachi', 'east')"
1606,how many fqhcs are there in texas,=,73.0,,fqhc,"('texas',)",,"('there',)"
2513,how many jersey mike's stores are there,=,1592.0,,store,"('jersey mike', ""jersey mike's"")",,"('there',)"
1186,how many dynasties did egypt have,=,32.0,,dynasty,"('egypt',)",,()
5153,how many tyt members,=,27000.0,,member,"('tyt',)",tyt,()
546,how many bop its are there,=,3.0,,bop,(),,"('there',)"
2629,how many died in joplin mo tornado,=,158.0,,,"('joplin', 'joplin mo tornado')",died,()
3928,how many octaves does mariah carey have,=,5.0,,octafe,"('mariah carey',)",,()
5057,how many tnt dome keys are there,=,3.0,,dome key,(),,"('tnt', 'there')"
2316,how many ios developers are there,=,20000000.0,,ios developer,(),,"('there',)"
830,how many coke flavors are there,=,100.0,,coke flavor,(),,"('there',)"
1095,how many doors does kohl's have,=,1158.0,,door,"('kohl',)",,"(""'s"",)"
5056,how many tnt are there in minecraft,=,25.0,,tnt,(),,"('there', 'minecraft')"
5668,how many rwc has subaru won,=,3.0,,rwc,"('subaru',)",won,()
4908,how many students in the us,=,56600000.0,,student,"('us',)",,()
4506,how many rhb bank branches in malaysia,=,196.0,,bank branch,"('rhb', 'malaysia')",,()
324,how many atmospheres does earth have,=,6.0,,atmosphere,(),,"('earth',)"
2967,how many mercy chance in kuk,=,3.0,,mercy chance,"('kuk',)",,()
6011,how many zinnia seeds per hole,=,3.0,,zinnia seed,(),,"('hole',)"
4593,how many rpvv in delhi,=,22.0,,rpvv,"('delhi',)",,()
4959,how many taj mahals are there in india,=,2.0,,taj mahal,"('india',)",,"('there',)"
3688,how many clutch nixon missions are there,=,8.0,,nixon mission,(),clutch,"('there',)"
845,how many cpas are in the us,=,654375.0,,cpa,"('us',)",,()
3564,how many nazis were convicted at nuremberg,=,161.0,,nazi,"('nuremberg',)",convicted,()
712,how many vegans in the uk,=,600000.0,,vegan,"('uk',)",,()
5741,how many xfi pods,=,3.0,,pod,"('xfi',)",,()
3523,how many mydin outlet in malaysia,=,68.0,,outlet,"('mydin', 'malaysia')",,()
4215,how many pwm pins on raspberry pi 4,=,40.0,,pwm pin,"('raspberry pi',)",,"('4',)"
5420,how many cases of vcjd in ireland,=,30.0,,case,"('ireland',)",,"('vcjd',)"
963,how many dams are on the mississippi river,=,29.0,,dam,"('mississippi', 'the mississippi river')",,()
5478,how many types of vmc machines are there,=,4.0,,type,(),,"('machines', 'there', 'vmc')"
4572,how many roku on one account,=,6.0,,account,(),roku,"('one',)"
2253,how many il governors went to prison,=,4.0,,governor,"('il',)",went,"('prison',)"
2216,how many iim in india,=,20.0,,iim,"('india',)",,()
1919,how many hgv drivers in the uk,=,318700.0,,hgv driver,"('uk',)",,()
927,how many cvs stores are there in the united states,=,6200.0,,cvs store,"('the united states', 'united')",,"('there',)"
4720,how many sephora stores are there,=,2600.0,,sephora store,(),,"('there',)"
3471,how many mubeen in quran,=,119.0,,mubeen,"('quran',)",,()
4961,how many tammy movies were there,=,4.0,,tammy movie,(),,"('there',)"
295,how many asgardian steel in god of war,=,2.0,,asgardian steel,"('war', 'god')",,()
4520,how many right angles does a triangle have,=,2.0,,right angle,(),,"('triangle',)"
2808,how many kfcs in the uk,=,24000.0,,kfc,"('uk',)",,()
4056,how many arabian oryx are left in the world,=,1220.0,,arabian oryx,(),left,"('world',)"
846,how many cpas are there in the united states,=,654375.0,,cpa,"('united', 'the united states')",,"('there',)"
1854,how many hbo subscribers,=,43000000.0,,subscriber,"('hbo',)",,()
3026,how many laferraris are there in the us,=,499.0,,laferrari,"('us',)",,"('there',)"
3064,how many lcs ships have been built,=,19.0,,ship,"('lcs',)",built,()
1762,how many goji berries should you eat,=,14.0,,goji berry,(),eat,()
2346,how many irbs are there in the us,=,2728.0,,irb,"('us',)",,"('there',)"
5516,how many vt clubsports were made,=,1505.0,,clubsport,"('vt', 'vt clubsports')",made,()
1533,how many ffxv endings,=,2.0,,ffxv ending,(),,()
137,how many aicp planners are there,=,16000.0,,aicp planner,(),,"('there',)"
2001,how many hong kong protesters,=,210000.0,,protester,"('hong kong',)",,()
2466,how many jbl speakers can you link together,=,100.0,,jbl speaker,(),link,"('together',)"
3401,how many amps does california have,=,1.0,,amp,"('california',)",,()
5319,how many urban outfitters stores are there in the us,=,522.0,,urban outfitters store,"('us',)",,"('there',)"
3136,how many students does ljmu have,=,24000.0,,student,(),ljmu,()
5464,how many constituencies are in vihiga county,=,5.0,,constituency,"('vihiga county', 'vihiga')",,()
3580,how many branches does nbk have,=,173.0,,branch,(),nbk,()
3808,how many ntuc stores are there in singapore,=,230.0,,store,"('ntuc', 'singapore')",,"('there',)"
4643,how many rx7 fc were made,=,811000.0,,,"('rx7 fc',)",made,()
2873,how many klm in a mile,=,1.609344,,klm,(),,"('mile',)"
40,how many acute angles does a hexagon have,=,6.0,,acute angle,"('hexagon',)",,()
4796,how many slaves did harriet tubman free,=,7.0,,slafe,"('harriet tubman', 'harriet tubman free')",,()
334,how many au is mars from the sun,=,1.5,,sun,"('mars', 'au')",,()
2278,how many indian gods are there,=,33000000.0,,indian god,(),,"('there',)"
5422,how many counties in virginia,=,95.0,,county,"('virginia',)",,()
1646,how many fugues did bach write,=,24.0,,fugue,(),bach,"('write',)"
4225,how many podiatry schools are there in the us,=,9.0,,podiatry school,"('us',)",,"('there',)"
5880,how many ymca in canada,=,39.0,,ymca,"('canada',)",,()
725,how many cfb bowls are there,=,6.0,,bowl,"('cfb',)",,"('there',)"
3654,how many stores does ngvc have,=,148.0,,store,(),,"('ngvc',)"
5412,how many vaults are in fallout new vegas,=,5.0,,vault,(),,"('fallout', 'vegas', 'new')"
5312,how many freelancers does upwork have,=,12000000.0,,freelancer,(),upwork,()
2135,how many ielts band required for canada pr,=,6.0,,ielts band,"('canada',)",required,"('pr',)"
1429,how many eucalyptus trees burned in australia,=,2000.0,,eucalyptus tree,"('australia',)",burned,()
5529,how many vet schools in texas,=,26.0,,vet school,"('texas',)",,()
1100,how many dpoy does lebron have,=,8.0,,dpoy,(),,"('lebron',)"
2309,how many ioc petrol pump in india,=,27000.0,,ioc petrol pump,"('india',)",,()
2517,how many jets does amazon have,=,50.0,,jet,"('amazon',)",,()
4773,how many sisters does ariel have,=,6.0,,sister,"('ariel',)",ariel,()
621,how many vyanjan in gujarati,=,34.0,,vyanjan,"('gujarati',)",,()
1203,how many ebay sellers are there,=,25000000.0,,seller,"('ebay',)",,"('there',)"
2901,how many kofa in kano state,=,15.0,,kofa,"('kano', 'kano state')",,()
2534,how many jharkhand district,=,24.0,,jharkhand district,(),,()
5003,how many tenses are there in french,=,4.0,,tense,"('french',)",,"('there',)"
591,how many buddhist in china,=,245000000.0,,buddhist,"('china',)",,()
5690,how many wto rounds,=,8.0,,round,"('wto',)",,()
1800,how many gtbank branches in nigeria,=,231.0,,gtbank branch,"('nigeria',)",,()
6034,how many rakats in zuhr namaz,=,4.0,,rakat,"('zuhr',)",,"('namaz',)"
5489,how many vowel sounds in english,=,14.0,,vowel,"('english',)",sounds,()
